1,971

1,971

1,996

1,989

1,995

2,864

2,872

2,887

2,885

2,876

3,883

3,893

3,871

3,880

3,870

4,884

4,875

4,896

4,882

4,894

5,880

5,880

5,889

5,894

5,884

6,889

6,884

6,888

6,893

6,886

7,870

7,890

7,883

7,885

7,883

8,892

8,893

8,879

8,888

8,887

9,885

9,884

9,888

9,893

9,892

10,885

10,885

10,879

10,887

10,890

11,894

11,894

11,893

11,900

11,887

12,881

12,871

12,896

12,882

12,881

13,873

13,894

13,891

13,886

13,902

14,886

14,882

14,893

14,881

14,884

15,894

15,890

15,888

15,887

15,904

16,880

16,884

16,890

16,885

16,890

17,883

17,888

17,881

17,879

17,873

18,870

18,893

18,882

18,876

18,884

19,879

19,875

19,878

19,886

19,875

20,896

20,888

20,878

20,887

20,878

21,879

21,875

21,888

21,879

21,873

22,881

22,879

22,893

22,878

22,890

23,886

23,870

23,887

23,882

23,873

24,883

24,886

24,887

24,885

24,891

25,874

25,880

25,877

25,875

25,882

26,886

26,883

26,877

26,879

26,874

27,874

27,866

27,881

27,871

27,873

28,880

28,875

28,871

28,869

28,876

29,879

29,887

29,880

29,879

29,876

30,887

30,868

30,869

30,878

30,88120,729
20,737
20,724
20,724
20,725
20,722
20,725
21,737
21,732
21,711
21,728
20,688
20,732
20,727
20,713
20,718
21,737
21,722
21,716
21,706
21,714
22,718
22,723
22,716
22,715
22,721
23,748
23,737
23,728
23,725
23,732
24,722
24,704
24,708
24,731
24,726
25,735
25,726
25,717
25,724
25,733
26,715
26,724
26,711
26,723
20,286
20,274
20,286
20,283
20,290
21,286
21,291
21,286
21,285
21,297
22,289
22,282
22,287
22,286
22,281
23,291
23,292
23,292
23,292
20,284
20,286
20,287
20,285
20,286
21,285
21,289
21,291
21,290
21,288
22,287
22,291
22,283
22,281
22,278
23,289
23,296
23,292
23,287
23,290
24,279
24,284
24,284
24,286
24,280
25,282
25,287
25,289
25,293
25,289
26,282
26,285
26,276
26,280
26,274
27,287
27,286
27,283
27,293
27,285
28,278
28,281
28,281
28,278
28,274
29,281
29,281
29,279
29,278
29,291
30,278
30,275
30,283
30,276
30,272
31,279
31,282
31,283
31,278
31,287
32,276
32,272
32,271
32,274
32,276
33,278
33,274
33,274
33,272
33,278
34,270
34,266
34,269
34,273
34,275
35,278
35,276
35,274
35,277
35,266
36,275
36,269
36,271
36,275
36,268
37,279
37,262
37,267
37,267
37,267
38,273
38,269
38,271
38,279
38,272
39,266
39,265
39,271
39,262
39,264
40,261
40,257
40,268
40,264
40,262
41,263
41,261
41,265
41,258
41,257
42,262
42,261
42,270
42,269
42,264
43,261
43,260
43,259
43,263
43,259
44,252
44,253
44,258
44,260
44,267
45,256
45,258
45,260
45,262
45,256
46,254
46,260
46,258
46,256
46,249
47,256
47,255
47,253
47,248
47,257
48,252
48,258
48,254
48,257
48,249
49,256
49,254
49,248
49,254
49,255
50,254
50,253
50,249
50,252
50,251
51,249
51,250
51,253
51,249
51,251
52,248
52,247
52,247
52,253
52,247
53,253
53,249
53,255
53,252
53,251
54,251
54,249
54,243
54,251
54,238
55,251
55,249
55,245
55,257
55,249
56,253
56,247
56,248
56,245
56,235
57,239
57,241
57,239
57,249
57,246
58,242
58,250
58,245
58,244
58,244
59,250
59,245
59,241
59,249
59,246
60,253
60,245
60,243
60,246
60,248
61,242
61,238
61,245
61,241
61,240
62,244
62,239
62,246
62,240
62,241
63,244
63,243
63,245
63,244
63,244
64,239
64,236
64,239
64,240
64,249
65,238
65,246
65,242
65,247
65,243
66,245
66,242
66,239
66,243
66,236
67,249
67,234
67,241
67,240
67,234
68,240
68,236
68,235
68,238
68,239
69,252
69,234
69,238
69,241
69,246
70,242
70,236
70,240
70,235
70,241
71,239
71,230
71,237
71,242
71,231
72,231
72,232
72,233
72,233
72,233
73,238
73,244
73,238
73,228
73,242
74,237
74,234
74,239
74,234
74,238
75,238
75,238
75,239
75,232
75,232
76,245
